ID_num	ID	Plot	Subplot	Depth	Zone	Sampling_date	Dominant_plant_species_1	Subdominant_plant_species_1	Sampling_notes	Plate	Date	EEA_g	EEA_buffer	Inc_start	Inc_end	Assay_notes
331	251(G5)0-5	251	(G5)	0-5	LM	13.09.2022	Atriplex portulacoides	Puccinellia maritima, Limonium vulgare		Plate_093-1	05.12.2023	2.05	22.02	19:40	16:50	
332	251(G5)5-10	251	(G5)	05. Okt	LM	13.09.2022	Atriplex portulacoides	Puccinellia maritima, Limonium vulgare		Plate_093-2	05.12.2023	2.01	22.07	19:40	16:50	
333	251(G5)20-30	251	(G5)	20-30	LM	13.09.2022	Atriplex portulacoides	Puccinellia maritima, Limonium vulgare		Plate_093-3	05.12.2023	2.04	22.05	19:40	16:50	
334	251(G5)40-50	251	(G5)	40-50	LM	13.09.2022	Atriplex portulacoides	Puccinellia maritima, Limonium vulgare		Plate_093-4	05.12.2023	2	22.16	19:40	16:50	
335	251(G5)60-80	251	(G5)	60-80	LM	13.09.2022	Atriplex portulacoides	Puccinellia maritima, Limonium vulgare		Plate_093-5	05.12.2023	2	22.03	19:40	16:50	
336	251(G5)80-100	251	(G5)	80-100	LM	13.09.2022	Atriplex portulacoides	Puccinellia maritima, Limonium vulgare		Plate_093-6	05.12.2023	2	22.04	19:40	16:50	
337	252(A2)0-5	252	(A2)	0-5	LM	13.09.2022	Atriplex portulacoides	Spartina anglica		Plate_084-1	29.11.2023	2.01	22.07	18:05	14:45	
338	252(A2)5-10	252	(A2)	05. Okt	LM	13.09.2022	Atriplex portulacoides	Spartina anglica		Plate_084-2	29.11.2023	2	22.04	18:05	14:45	
339	252(A2)20-30	252	(A2)	20-30	LM	13.09.2022	Atriplex portulacoides	Spartina anglica		Plate_084-3	29.11.2023	2.01	22.08	18:05	14:45	
340	252(A2)40-50	252	(A2)	40-50	LM	13.09.2022	Atriplex portulacoides	Spartina anglica		Plate_084-4	29.11.2023	2	22.02	18:05	14:45	
341	252(A2)60-80	252	(A2)	60-80	LM	13.09.2022	Atriplex portulacoides	Spartina anglica		Plate_084-5	29.11.2023	2.04	22	18:05	14:45	
342	252(A2)80-100	252	(A2)	80-100	LM	13.09.2022	Atriplex portulacoides	Spartina anglica		Plate_084-6	29.11.2023	1.99	22.03	18:05	14:45	
343	252(A6)0-5	252	(A6)	0-5	LM	13.09.2022	Atriplex portulacoides	Aster tripolium, Spartina anglica	close to left pin	Plate_066-1	25.10.2023	2.02	22.02	14:40	14:10	
344	252(A6)5-10	252	(A6)	05. Okt	LM	13.09.2022	Atriplex portulacoides	Aster tripolium, Spartina anglica	close to left pin	Plate_066-2	25.10.2023	2	22.02	14:40	14:10	
345	252(A6)20-30	252	(A6)	20-30	LM	13.09.2022	Atriplex portulacoides	Aster tripolium, Spartina anglica	close to left pin	Plate_066-3	25.10.2023	2.04	22.08	14:40	14:10	
346	252(A6)40-50	252	(A6)	40-50	LM	13.09.2022	Atriplex portulacoides	Aster tripolium, Spartina anglica	close to left pin	Plate_066-4	25.10.2023	2.02	22.06	14:40	14:10	
347	252(A6)60-80	252	(A6)	60-80	LM	13.09.2022	Atriplex portulacoides	Aster tripolium, Spartina anglica	close to left pin	Plate_066-5	25.10.2023	2.02	22.08	14:40	14:10	
348	252(A6)80-100	252	(A6)	80-100	LM	13.09.2022	Atriplex portulacoides	Aster tripolium, Spartina anglica	close to left pin	Plate_066-6	25.10.2023	2	22	14:40	14:10	
349	252(C2)0-5	252	(C2)	0-5	LM	13.09.2022	Atriplex portulacoides			Plate_087-1	30.11.2023	1.99	22	18:20	14:35	
350	252(C2)5-10	252	(C2)	05. Okt	LM	13.09.2022	Atriplex portulacoides			Plate_087-2	30.11.2023	2	22.18	18:20	14:35	
351	252(C2)20-30	252	(C2)	20-30	LM	13.09.2022	Atriplex portulacoides			Plate_087-3	30.11.2023	2.04	22.08	18:20	14:35	
352	252(C2)40-50	252	(C2)	40-50	LM	13.09.2022	Atriplex portulacoides			Plate_087-4	30.11.2023	2.05	22.1	18:20	14:35	
353	252(C2)60-80	252	(C2)	60-80	LM	13.09.2022	Atriplex portulacoides			Plate_087-5	30.11.2023	1.98	22.1	18:20	14:35	
354	252(C2)80-100	252	(C2)	80-100	LM	13.09.2022	Atriplex portulacoides			Plate_087-6	30.11.2023	2.04	22.16	18:20	14:35	
355	252(G5)0-5	252	(G5)	0-5	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_096-1	17.01.2024	2.02	22.35	11:50		
356	252(G5)5-10	252	(G5)	05. Okt	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_096-2	17.01.2024	2.05	22.01	11:50		
357	252(G5)20-30	252	(G5)	20-30	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_096-3	17.01.2024	2.01	22.08	11:50		
358	252(G5)40-50	252	(G5)	40-50	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_096-4	17.01.2024	2.04	22.04	11:50		
359	252(G5)60-80	252	(G5)	60-80	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_096-5	17.01.2024	2.03	22.03	11:50		
360	252(G5)80-100	252	(G5)	80-100	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_096-6	17.01.2024	2.05	22.17	11:50		
361	260(A2)0-5	260	(A2)	0-5	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_034-1	01.08.2023	2.05	22.02	11:10	11:30	
362	260(A2)5-10	260	(A2)	05. Okt	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_034-2	01.08.2023	2.01	22.08	11:10	11:30	
363	260(A2)20-30	260	(A2)	20-30	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_034-3	01.08.2023	2.06	21.96	11:10	11:30	
364	260(A2)40-50	260	(A2)	40-50	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_034-4	01.08.2023	1.97	21.96	11:10	11:30	
365	260(A2)60-80	260	(A2)	60-80	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_034-5	01.08.2023	1.98	22.23	11:10	11:30	
366	260(A2)80-100	260	(A2)	80-100	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_034-6	01.08.2023	2.01	22.11	11:10	11:30	
367	260(A6)0-5	260	(A6)	0-5	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra		NA	30.11.2023	2.01	21.99	19:30	14:45	
368	260(A6)5-10	260	(A6)	05. Okt	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra		NA	30.11.2023	2.02	22.02	19:30	14:45	
369	260(A6)20-30	260	(A6)	20-30	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra		NA	30.11.2023	2.02	21.98	19:30	14:45	
370	260(A6)40-50	260	(A6)	40-50	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra		NA	30.11.2023	2.03	21.99	19:30	14:45	
371	260(A6)60-80	260	(A6)	60-80	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra		NA	30.11.2023	2.01	21.98	19:30	14:45	
372	260(A6)80-100	260	(A6)	80-100	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra		NA	30.11.2023	2.01	22	19:30	14:45	
373	260(C2)0-5	260	(C2)	0-5	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare	Used second plate reader	Plate_045-1	02.08.2023	2.02	22.02	13:00	10:45	
374	260(C2)5-10	260	(C2)	05. Okt	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare	Used second plate reader	Plate_045-2	02.08.2023	2.03	22.01	13:00	10:45	
375	260(C2)20-30	260	(C2)	20-30	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare	Used second plate reader	Plate_045-3	02.08.2023	2.01	22.03	13:00	10:45	
376	260(C2)40-50	260	(C2)	40-50	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare	Used second plate reader	Plate_045-4	02.08.2023	2.01	22.06	13:00	10:45	
377	260(C2)60-80	260	(C2)	60-80	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare	Used second plate reader	Plate_045-5	02.08.2023	2	22	13:00	10:45	
378	260(C2)80-100	260	(C2)	80-100	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare	Used second plate reader	Plate_045-6	02.08.2023	2.02	22.01	13:00	10:45	
379	260(G5)0-5	260	(G5)	0-5	LM	12.09.2022		Festuca rubra, Artemisia maritima		Plate_075-1	27.11.2023	2.02	22.04	15:50	12:45	
380	260(G5)5-10	260	(G5)	05. Okt	LM	12.09.2022		Festuca rubra, Artemisia maritima		Plate_075-2	27.11.2023	2	22	15:50	12:45	
381	260(G5)20-30	260	(G5)	20-30	LM	12.09.2022		Festuca rubra, Artemisia maritima		Plate_075-3	27.11.2023	2.01	22.01	15:50	12:45	
382	260(G5)40-50	260	(G5)	40-50	LM	12.09.2022		Festuca rubra, Artemisia maritima		Plate_075-4	27.11.2023	2.01	22	15:50	12:45	
383	260(G5)60-80	260	(G5)	60-80	LM	12.09.2022		Festuca rubra, Artemisia maritima		Plate_075-5	27.11.2023	2.03	22.02	15:50	12:45	
384	260(G5)80-100	260	(G5)	80-100	LM	12.09.2022		Festuca rubra, Artemisia maritima		Plate_075-6	27.11.2023	2	22.01	15:50	12:45	
385	261(A2)0-5	261	(A2)	0-5	LM	12.09.2022	Atriplex portulacoides			Plate_105-1	19.02.2024	1.98	22.02			
386	261(A2)5-10	261	(A2)	05. Okt	LM	12.09.2022	Atriplex portulacoides			Plate_105-2	19.02.2024	2.04	22.04			
387	261(A2)20-30	261	(A2)	20-30	LM	12.09.2022	Atriplex portulacoides			Plate_105-3	19.02.2024	2.04	22.05			
388	261(A2)40-50	261	(A2)	40-50	LM	12.09.2022	Atriplex portulacoides			Plate_105-4	19.02.2024	2	19.99			
389	261(A2)60-80	261	(A2)	60-80	LM	12.09.2022	Atriplex portulacoides			Plate_105-5	19.02.2024	1.99	19.99			
390	261(A2)80-100	261	(A2)	80-100	LM	12.09.2022	Atriplex portulacoides			Plate_105-6	19.02.2024	2.05	20.02			
391	261(A6)0-5	261	(A6)	0-5	LM	12.09.2022	Festuca rubra	Aster tripolium, Artemisia maritima		Plate_069-1	26.10.2023	2.02	22.04	11:30	12:15	
392	261(A6)5-10	261	(A6)	05. Okt	LM	12.09.2022	Festuca rubra	Aster tripolium, Artemisia maritima		Plate_069-2	26.10.2023	2.01	22.03	11:30	12:15	
393	261(A6)20-30	261	(A6)	20-30	LM	12.09.2022	Festuca rubra	Aster tripolium, Artemisia maritima		Plate_069-3	26.10.2023	2.02	22.03	11:30	12:15	
394	261(A6)40-50	261	(A6)	40-50	LM	12.09.2022	Festuca rubra	Aster tripolium, Artemisia maritima		Plate_069-4	26.10.2023	2.01	22.01	11:30	12:15	
395	261(A6)60-80	261	(A6)	60-80	LM	12.09.2022	Festuca rubra	Aster tripolium, Artemisia maritima		Plate_069-5	26.10.2023	2.02	22.01	11:30	12:15	
396	261(A6)80-100	261	(A6)	80-100	LM	12.09.2022	Festuca rubra	Aster tripolium, Artemisia maritima		Plate_069-6	26.10.2023	2.01	22.02	11:30	12:15	
397	261(C2)0-5	261	(C2)	0-5	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima	alt -position C2 ->C3	Plate_072-1	26.10.2023	2.01	22.02	13:35	12:20	
398	261(C2)5-10	261	(C2)	05. Okt	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima	alt -position C2 ->C3	Plate_072-2	26.10.2023	1.99	22.01	13:35	12:20	
399	261(C2)20-30	261	(C2)	20-30	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima	alt -position C2 ->C3	Plate_072-3	26.10.2023	2.05	22.03	13:35	12:20	112 C2
400	261(C2)40-50	261	(C2)	40-50	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima	alt -position C2 ->C3	Plate_072-4	26.10.2023	2.04	20.03	13:35	12:20	112 C2
401	261(C2)60-80	261	(C2)	60-80	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima	alt -position C2 ->C3	Plate_072-5	26.10.2023	2	20.07	13:35	12:20	112 C2
402	261(C2)80-100	261	(C2)	80-100	LM	12.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima	alt -position C2 ->C3	Plate_072-6	26.10.2023	2	20.15	13:35	12:20	
403	261(G5)0-5	261	(G5)	0-5	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_036-1	01.08.2023	1.98	21.92	11:50	11:35	
404	261(G5)5-10	261	(G5)	05. Okt	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_036-2	01.08.2023	1.98	21.95	11:50	11:35	
405	261(G5)20-30	261	(G5)	20-30	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_036-3	01.08.2023	1.98	21.96	11:50	11:35	
406	261(G5)40-50	261	(G5)	40-50	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_036-4	01.08.2023	2	22.07	11:50	11:35	
407	261(G5)60-80	261	(G5)	60-80	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_036-5	01.08.2023	2.05	22.22	11:50	11:35	
408	261(G5)80-100	261	(G5)	80-100	LM	12.09.2022		Festuca rubra, Artemisia maritima	Used second plate reader	Plate_036-6	01.08.2023	1.97	22	11:50	11:35	
409	262(A2)0-5	262	(A2)	0-5	LM	12.09.2022	Limonium vulgare		close to right pin	Plate_040-1	01.08.2023	1.99	20.11	15:20	16:05	
410	262(A2)5-10	262	(A2)	05. Okt	LM	12.09.2022	Limonium vulgare		close to right pin	Plate_040-2	01.08.2023	2	20.14	15:20	16:05	
411	262(A2)20-30	262	(A2)	20-30	LM	12.09.2022	Limonium vulgare		close to right pin	Plate_040-3	01.08.2023	2.03	20.05	15:20	16:05	
412	262(A2)40-50	262	(A2)	40-50	LM	12.09.2022	Limonium vulgare		close to right pin	Plate_040-4	01.08.2023	2	20.01	15:20	16:05	
413	262(A2)60-80	262	(A2)	60-80	LM	12.09.2022	Limonium vulgare		close to right pin	Plate_040-5	01.08.2023	2.07	20	15:20	16:05	
414	262(A2)80-100	262	(A2)	80-100	LM	12.09.2022	Limonium vulgare		close to right pin	Plate_040-6	01.08.2023	1.99	20.01	15:20	16:05	
415	262(A6)0-5	262	(A6)	0-5	LM	12.09.2022		Atriplex portulacoides, Artemisia maritima		Plate_044-1	02.08.2023	2.02	22.01	11:55	13:15	
416	262(A6)5-10	262	(A6)	05. Okt	LM	12.09.2022		Atriplex portulacoides, Artemisia maritima		Plate_044-2	02.08.2023	2.01	22.04	11:55	13:15	
417	262(A6)20-30	262	(A6)	20-30	LM	12.09.2022		Atriplex portulacoides, Artemisia maritima		Plate_044-3	02.08.2023	2.01	22.03	11:55	13:15	
418	262(A6)40-50	262	(A6)	40-50	LM	12.09.2022		Atriplex portulacoides, Artemisia maritima		Plate_044-4	02.08.2023	2	22.02	11:55	13:15	
419	262(A6)60-80	262	(A6)	60-80	LM	12.09.2022		Atriplex portulacoides, Artemisia maritima		Plate_044-5	02.08.2023	2.02	22	11:55	13:15	
420	262(A6)80-100	262	(A6)	80-100	LM	12.09.2022		Atriplex portulacoides, Artemisia maritima		Plate_044-6	02.08.2023	2.01	22.02	11:55	13:15	
421	262(C2)0-5	262	(C2)	0-5	LM	12.09.2022	Atriplex portulacoides		alt -position C2 ->C3	Plate_073-1	27.11.2023	2.02	22.01	13:55	12:40	neue Pipette
422	262(C2)5-10	262	(C2)	05. Okt	LM	12.09.2022	Atriplex portulacoides		alt -position C2 ->C3	Plate_073-2	27.11.2023	2.02	22	13:55	12:40	neue Pipette
423	262(C2)20-30	262	(C2)	20-30	LM	12.09.2022	Atriplex portulacoides		alt -position C2 ->C3	Plate_073-3	27.11.2023	2	22.04	13:55	12:40	neue Pipette
424	262(C2)40-50	262	(C2)	40-50	LM	12.09.2022	Atriplex portulacoides		alt -position C2 ->C3	Plate_073-4	27.11.2023	2.02	22.03	13:55	12:40	neue Pipette
425	262(C2)60-80	262	(C2)	60-80	LM	12.09.2022	Atriplex portulacoides		alt -position C2 ->C3	Plate_073-5	27.11.2023	2.02	21.99	13:55	12:40	neue Pipette
426	262(C2)80-100	262	(C2)	80-100	LM	12.09.2022	Atriplex portulacoides		alt -position C2 ->C3	Plate_073-6	27.11.2023	2	22	13:55	12:40	neue Pipette
427	262(G5)0-5	262	(G5)	0-5	LM	12.09.2022	Limonium vulgare, Artemisia maritima, Festuca rubra		Used second plate reader	Plate_038-1	01.08.2023	2.01	22	13:30	11:40	
428	262(G5)5-10	262	(G5)	05. Okt	LM	12.09.2022	Limonium vulgare, Artemisia maritima, Festuca rubra		Used second plate reader	Plate_038-2	01.08.2023	2.01	22.01	13:30	11:40	
429	262(G5)20-30	262	(G5)	20-30	LM	12.09.2022	Limonium vulgare, Artemisia maritima, Festuca rubra		Used second plate reader	Plate_038-3	01.08.2023	2.01	22.02	13:30	11:40	
430	262(G5)40-50	262	(G5)	40-50	LM	12.09.2022	Limonium vulgare, Artemisia maritima, Festuca rubra		Used second plate reader	Plate_038-4	01.08.2023	2.01	22.01	13:30	11:40	
431	262(G5)60-80	262	(G5)	60-80	LM	12.09.2022	Limonium vulgare, Artemisia maritima, Festuca rubra		Used second plate reader	Plate_038-5	01.08.2023	1.99	21.98	13:30	11:40	
432	262(G5)80-100	262	(G5)	80-100	LM	12.09.2022	Limonium vulgare, Artemisia maritima, Festuca rubra		Used second plate reader	Plate_038-6	01.08.2023	2.01	22.01	13:30	11:40	
433	370(A2)0-5	370	(A2)	0-5	HM	14.09.2022	Elymus athericus			Plate_027-1	13.07.2023	2.02	22.02	10:50	10:20	
434	370(A2)5-10	370	(A2)	05. Okt	HM	14.09.2022	Elymus athericus			Plate_027-2	13.07.2023	2.02	22.03	10:50	10:20	
435	370(A2)20-30	370	(A2)	20-30	HM	14.09.2022	Elymus athericus			Plate_027-3	13.07.2023	2.03	22.07	10:50	10:20	
436	370(A2)40-50	370	(A2)	40-50	HM	14.09.2022	Elymus athericus			Plate_027-4	13.07.2023	2.02	22.01	10:50	10:20	
437	370(A2)60-80	370	(A2)	60-80	HM	14.09.2022	Elymus athericus			Plate_027-5	13.07.2023	2.01	22.01	10:50	10:20	
438	370(A2)80-100	370	(A2)	80-100	HM	14.09.2022	Elymus athericus			Plate_027-6	13.07.2023	2.02	22.03	10:50	10:20	
439	370(A6)0-5	370	(A6)	0-5	HM	14.09.2022	Elymus athericus			Plate_005-1	27.06.2023			14:30	11:00	
440	370(A6)5-10	370	(A6)	05. Okt	HM	14.09.2022	Elymus athericus			Plate_005-2	27.06.2023			14:30	11:00	
441	370(A6)20-30	370	(A6)	20-30	HM	14.09.2022	Elymus athericus			Plate_005-3	27.06.2023			14:30	11:00	
442	370(A6)40-50	370	(A6)	40-50	HM	14.09.2022	Elymus athericus			Plate_005-4	27.06.2023			14:30	11:00	
443	370(A6)60-80	370	(A6)	60-80	HM	14.09.2022	Elymus athericus			Plate_005-5	27.06.2023			14:30	11:00	
444	370(A6)80-100	370	(A6)	80-100	HM	14.09.2022	Elymus athericus			Plate_005-6	27.06.2023			14:30	11:00	
445	370(C2)0-5	370	(C2)	0-5	HM	14.09.2022	Elymus athericus			Plate_100-1	22.01.2024	2.01	22	14:00		
446	370(C2)5-10	370	(C2)	05. Okt	HM	14.09.2022	Elymus athericus			Plate_100-2	22.01.2024	2.01	22.05	14:00		
447	370(C2)20-30	370	(C2)	20-30	HM	14.09.2022	Elymus athericus			Plate_100-3	22.01.2024	2.01	22.05	14:00		
448	370(C2)40-50	370	(C2)	40-50	HM	14.09.2022	Elymus athericus			Plate_100-4	22.01.2024	2	22.02	14:00		
449	370(C2)60-80	370	(C2)	60-80	HM	14.09.2022	Elymus athericus			Plate_100-5	22.01.2024	2.01	22.01	14:00		
450	370(C2)80-100	370	(C2)	80-100	HM	14.09.2022	Elymus athericus			Plate_100-6	22.01.2024	2.03	22.04	14:00		
451	370(G5)0-5	370	(G5)	0-5	HM	14.09.2022	Elymus athericus			Plate_004-1	27.06.2023	2.08	22.09	14:00	11:00	
452	370(G5)5-10	370	(G5)	05. Okt	HM	14.09.2022	Elymus athericus			Plate_004-2	27.06.2023	2.01	22.21	14:00	11:00	
453	370(G5)20-30	370	(G5)	20-30	HM	14.09.2022	Elymus athericus			Plate_004-3	27.06.2023	2.01	22.12	14:00	11:00	
454	370(G5)40-50	370	(G5)	40-50	HM	14.09.2022	Elymus athericus			Plate_004-4	27.06.2023	2.02	22.12	14:00	11:00	
455	370(G5)60-80	370	(G5)	60-80	HM	14.09.2022	Elymus athericus			Plate_004-5	27.06.2023	2.06	22.14	14:00	11:00	
456	370(G5)80-100	370	(G5)	80-100	HM	14.09.2022	Elymus athericus			Plate_004-6	27.06.2023			14:00	11:00	
457	371(A2)0-5	371	(A2)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_103-1	22.01.2024	2.05	22.03	15:55		
458	371(A2)5-10	371	(A2)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_103-2	22.01.2024	2	22.06	15:55		
459	371(A2)20-30	371	(A2)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_103-3	22.01.2024	2	22.04	15:55		
460	371(A2)40-50	371	(A2)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_103-4	22.01.2024	2.02	22.03	15:55		
461	371(A2)60-80	371	(A2)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_103-5	22.01.2024	2.02	22.11	15:55		
462	371(A2)80-100	371	(A2)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata	93cm total	Plate_103-6	22.01.2024	2.04	22.04	15:55		
463	371(A6)0-5	371	(A6)	0-5	HM	15.09.2022	Elymus athericus	Atriplex portulacoides		NA		2.03	21.98			
464	371(A6)5-10	371	(A6)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex portulacoides		NA		2.05	22.03			
465	371(A6)20-30	371	(A6)	20-30	HM	15.09.2022	Elymus athericus	Atriplex portulacoides		NA		2.01	22.08			
466	371(A6)40-50	371	(A6)	40-50	HM	15.09.2022	Elymus athericus	Atriplex portulacoides		NA		2.07	22.09			
467	371(A6)60-80	371	(A6)	60-80	HM	15.09.2022	Elymus athericus	Atriplex portulacoides		NA		2.01	22.03			
468	371(A6)80-100	371	(A6)	80-100	HM	15.09.2022	Elymus athericus	Atriplex portulacoides	90cm total	NA		1.99	21.99			
469	371(C2)0-5	371	(C2)	0-5	HM	15.09.2022	Elymus athericus			Plate_019-1	05.07.2023	2.02	22.05	11:50	10:15	
470	371(C2)5-10	371	(C2)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_019-2	05.07.2023	2.04	22.19	11:50	10:15	
471	371(C2)20-30	371	(C2)	20-30	HM	15.09.2022	Elymus athericus			Plate_019-3	05.07.2023	2	22.05	11:50	10:15	
472	371(C2)40-50	371	(C2)	40-50	HM	15.09.2022	Elymus athericus			Plate_019-4	05.07.2023	2.04	22.03	11:50	10:15	
473	371(C2)60-80	371	(C2)	60-80	HM	15.09.2022	Elymus athericus			Plate_019-5	05.07.2023	2.05	22.03	11:50	10:15	
474	371(C2)80-100	371	(C2)	80-100	HM	15.09.2022	Elymus athericus			Plate_019-6	05.07.2023	2	22.03	11:50	10:15	
475	371(G5)0-5	371	(G5)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_010-1	29.06.2023	2.06	22.02	13:40	10:50	
476	371(G5)5-10	371	(G5)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_010-2	29.06.2023	1.98	22.08	13:40	10:50	
477	371(G5)20-30	371	(G5)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_010-3	29.06.2023	2.02	22	13:40	10:50	
478	371(G5)40-50	371	(G5)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_010-4	29.06.2023	2.01	22.03	13:40	10:50	
479	371(G5)60-80	371	(G5)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_010-5	29.06.2023	1.99	22.05	13:40	10:50	
480	371(G5)80-100	371	(G5)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata	96cm total	Plate_010-6	29.06.2023	2.04	22.02	13:40	10:50	
481	372(A2)0-5	372	(A2)	0-5	HM	15.09.2022	Elymus athericus			Plate_067-1	25.10.2023	2.05	22.09	15:00	14:15	
482	372(A2)5-10	372	(A2)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_067-2	25.10.2023	1.98	22.02	15:00	14:15	
483	372(A2)20-30	372	(A2)	20-30	HM	15.09.2022	Elymus athericus			Plate_067-3	25.10.2023	2.04	21.99	15:00	14:15	
484	372(A2)40-50	372	(A2)	40-50	HM	15.09.2022	Elymus athericus			Plate_067-4	25.10.2023	2	22	15:00	14:15	
485	372(A2)60-80	372	(A2)	60-80	HM	15.09.2022	Elymus athericus			Plate_067-5	25.10.2023	2.04	22.07	15:00	14:15	
486	372(A2)80-100	372	(A2)	80-100	HM	15.09.2022	Elymus athericus			Plate_067-6	25.10.2023	2.04	22	15:00	14:15	
487	372(A6)0-5	372	(A6)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_051-1	02.08.2023	2.01	22	13:50	13:20	
488	372(A6)5-10	372	(A6)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_051-2	02.08.2023	2.02	22.02	13:50	13:20	
489	372(A6)20-30	372	(A6)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_051-3	02.08.2023	2	22.02	13:50	13:20	
490	372(A6)40-50	372	(A6)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_051-4	02.08.2023	2.02	22.05	13:50	13:20	
491	372(A6)60-80	372	(A6)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_051-5	02.08.2023	2.03	22.01	13:50	13:20	
492	372(A6)80-100	372	(A6)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_051-6	02.08.2023	2.01	22.03	13:50	13:20	
493	372(C2)0-5	372	(C2)	0-5	HM	15.09.2022	Elymus athericus			Plate_016-1	04.07.2023	2.04	22.03	15:15	10:40	
494	372(C2)5-10	372	(C2)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_016-2	04.07.2023	2.03	22	15:15	10:40	
495	372(C2)20-30	372	(C2)	20-30	HM	15.09.2022	Elymus athericus			Plate_016-3	04.07.2023	2.04	22.03	15:15	10:40	
496	372(C2)40-50	372	(C2)	40-50	HM	15.09.2022	Elymus athericus			Plate_016-4	04.07.2023	2	22.06	15:15	10:40	
497	372(C2)60-80	372	(C2)	60-80	HM	15.09.2022	Elymus athericus			Plate_016-5	04.07.2023	2.05	22.09	15:15	10:40	
498	372(C2)80-100	372	(C2)	80-100	HM	15.09.2022	Elymus athericus			Plate_016-6	04.07.2023	2.05	22.01	15:15	10:40	
499	372(G5)0-5	372	(G5)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_002-1	26.06.2023	2.04	22.06	13:37	11:25	
500	372(G5)5-10	372	(G5)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_002-2	26.06.2023	2.01	22.1	13:37	11:25	
