"UID","Plate.x","Depth.x","ID.y","Subplot","Depth.y","Zone","Sampling_date","Dominant_plant_species_1","Subdominant_plant_species_1","Plate.y","Date","Inc_start","Inc_end","Crucible_ID","ID.x","Blank","Standard","Sub_ctrl","Hom_ctrl","Quench","Assay","n","ID_num","Plot","EEA_g","EEA_buffer","Crucible_weight","Crucible_FW","Crucible_DW_105","Crucible_LOI_550","LOI_g","OM_.","OM_g","Enzyme","Inc_time","Total_g","Quench_coeff","Emission_coeff","Net_fluorescence","Activity_OM","Treatment","Layer"
"Plate_179-5","Plate_179","60-80 cm","132(G5)60-80","(G5)","60-80","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_179-5","03.07.24",2025-07-08 13:20:00,2025-07-08 10:25:00,"7",5,127.25,103834.75,4299.5,3102.25,1695685.25,107270,5,215,"132",2.02,22.02,18.7191,21.5145,20.6905,20.6065,0.084,0.030049367,0.060699721,"CHI",21.0833333333333,24.04,16.300737469874,20766.95,2090.87038615684,8.66195141150126,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_179-6","Plate_179","80-100 cm","132(G5)80-100","(G5)","80-100","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_179-6","03.07.24",2025-07-08 13:20:00,2025-07-08 10:25:00,"136",6,127.25,103834.75,4299.5,2960.25,1864051.25,91062.5,5,216,"132",2.02,22,19.0896,21.5331,20.7611,20.6751,0.086,0.035195416,0.071094741,"CHI",21.0833333333333,24.02,17.9235853122389,20766.95,615.936753596412,2.17660356436286,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_180-1","Plate_180","0-5 cm","382(G5)0-5","(G5)","0-5","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_180-1","03.07.24",2025-07-08 13:30:00,2025-07-08 10:30:00,"11",1,135.5,194539.25,13390.5,6575.75,1314100.75,2124679.75,5,571,"382",2.02,22.1,17.0585,18.3415,17.8746,17.7783,0.0963,0.075058457,0.151618083,"CHI",21,24.12,6.72113725122308,38907.85,301750.215154204,269.154929085803,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_180-2","Plate_180","5-10 cm","382(G5)5-10","(G5)","5-10","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_180-2","03.07.24",2025-07-08 13:30:00,2025-07-08 10:30:00,"23",2,135.5,194539.25,13390.5,6816.5,1337561,1824491.75,5,572,"382",2.04,22.03,17.5046,19.7187,18.8033,18.6866,0.1167,0.052707646,0.107523599,"CHI",21,24.07,6.84049362789257,38907.85,252332.318977319,316.371286313878,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_180-3","Plate_180","20-30 cm","382(G5)20-30","(G5)","20-30","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_180-3","03.07.24",2025-07-08 13:30:00,2025-07-08 10:30:00,"10",3,135.5,194539.25,13390.5,6129,1569807.5,1491858.5,5,573,"382",2.02,22.01,17.4049,20.6239,19.6946,19.5885,0.1061,0.032960547,0.066580304,"CHI",21,24.03,8.03785611386905,38907.85,171451.014820901,346.838904278223,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_180-4","Plate_180","40-50 cm","382(G5)40-50","(G5)","40-50","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_180-4","03.07.24",2025-07-08 13:30:00,2025-07-08 10:30:00,"65",4,130.75,175293.75,5406,5656.75,1642825.5,384375.75,5,574,"382",2.04,22.03,21.7879,24.9543,24.0606,23.9832,0.0774,0.024444164,0.049866094,"CHI",21,24.07,9.33957285984241,35058.75,35143.9272486419,105.442020438529,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_180-5","Plate_180","60-80 cm","382(G5)60-80","(G5)","60-80","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_180-5","03.07.24",2025-07-08 13:30:00,2025-07-08 10:30:00,"47",5,130.75,175293.75,5406,5835.75,1625374.25,887383.5,5,575,"382",2.01,22.18,18.4859,22.0556,21.1419,21.0576,0.0843,0.02361543,0.047467014,"CHI",21,24.19,9.23899739722608,35058.75,90009.9539285806,285.636991930996,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_180-6","Plate_180","80-100 cm","382(G5)80-100","(G5)","80-100","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_180-6","03.07.24",2025-07-08 13:30:00,2025-07-08 10:30:00,"40",6,130.75,175293.75,5406,4814.5,1629390.5,936670.75,5,576,"382",2.05,22.08,16.7569,19.7341,19.0181,18.9489,0.0692,0.023243316,0.047648798,"CHI",21,24.13,9.26773487360502,35058.75,95142.4363448909,299.416459045191,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_181-1","Plate_181","0-5 cm","260(C2)0-5","(C2)","0-5","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_181-1","03.07.24",2025-07-08 13:45:00,2025-07-08 10:30:00,"69",1,212.25,247348.75,8196.5,4921.25,1223245.5,1938694,5,373,"260",2.02,22.02,18.2489,19.7526,19.1021,19.0056,0.0965,0.064175035,0.129633571,"CHI",20.75,24.04,4.92553226972038,49469.75,384405.282732768,318.054368505588,"ambient","Topsoil
(0-30 cm)"
"Plate_181-2","Plate_181","5-10 cm","260(C2)5-10","(C2)","5-10","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_181-2","03.07.24",2025-07-08 13:45:00,2025-07-08 10:30:00,"101",2,212.25,247348.75,8196.5,5169.25,1430533,2067147.25,5,374,"260",2.03,22.01,18.6719,21.0705,20.1166,19.9621,0.1545,0.064412574,0.130757525,"CHI",20.75,24.04,5.7625670232819,49469.75,349626.323000445,286.661692968557,"ambient","Topsoil
(0-30 cm)"
"Plate_181-3","Plate_181","20-30 cm","260(C2)20-30","(C2)","20-30","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_181-3","03.07.24",2025-07-08 13:45:00,2025-07-08 10:30:00,"175",3,212.25,247348.75,8196.5,3547.25,1389893.25,372473.75,5,375,"260",2.01,22.03,17.5281,20.7805,19.7174,19.6021,0.1153,0.035450744,0.071255996,"CHI",20.75,24.04,5.60482314950045,49469.75,57626.5402921601,86.7816327005394,"ambient","Topsoil
(0-30 cm)"
"Plate_181-4","Plate_181","40-50 cm","260(C2)40-50","(C2)","40-50","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_181-4","03.07.24",2025-07-08 13:45:00,2025-07-08 10:30:00,"84",4,144,155634.5,7091.25,4479.5,1758819.75,848032.5,5,376,"260",2.01,22.06,21.7893,24.6573,23.7177,23.612,0.1057,0.036854951,0.074078452,"CHI",20.75,24.07,11.2721809752979,31126.9,67743.6911572242,156.170319547375,"ambient","Subsoil
(40-100 cm)"
"Plate_181-5","Plate_181","60-80 cm","260(C2)60-80","(C2)","60-80","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_181-5","03.07.24",2025-07-08 13:45:00,2025-07-08 10:30:00,"3",5,144,155634.5,7091.25,4104.5,1659666.25,571943.25,5,377,"260",2,22,16.7969,19.3227,18.6427,18.5621,0.0806,0.031910682,0.063821364,"CHI",20.75,24,10.6374984338305,31126.9,46289.6039227697,123.525351010389,"ambient","Subsoil
(40-100 cm)"
"Plate_181-6","Plate_181","80-100 cm","260(C2)80-100","(C2)","80-100","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_181-6","03.07.24",2025-07-08 13:45:00,2025-07-08 10:30:00,"148",6,144,155634.5,7091.25,4226.5,1827810,131167,5,378,"260",2.02,22.01,19.8408,22.738,21.9924,21.9142,0.0782,0.026991578,0.054522988,"CHI",20.75,24.03,11.7170903623554,31126.9,3742.54030751814,11.6956109593241,"ambient","Subsoil
(40-100 cm)"
"Plate_182-1","Plate_182","0-5 cm","121(A2)0-5","(A2)","0-5","Pioneer zone","13.09.2022","Spartina anglica","","Plate_182-1","09.07.24",2025-07-08 10:45:00,2025-07-08 09:45:00,"45",1,121.75,154458.5,11766.5,3772,1664653.5,642166.25,5,97,"121",2.02,22,18.7173,21.0881,20.0547,19.9395,0.1152,0.048591193,0.09815421,"CHI",23,24.02,10.7529303987803,30891.7,47602.8278320127,75.0839066713123,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_182-2","Plate_182","5-10 cm","121(A2)5-10","(A2)","5-10","Pioneer zone","13.09.2022","Spartina anglica","","Plate_182-2","09.07.24",2025-07-08 10:45:00,2025-07-08 09:45:00,"49",2,121.75,154458.5,11766.5,2902.25,1430158.25,446061.75,5,98,"121",2.01,22.02,17.5733,19.8271,19.1173,19.0477,0.0696,0.030881178,0.062071169,"CHI",23,24.03,9.24038495777183,30891.7,36192.4867765488,90.3537483553807,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_182-3","Plate_182","20-30 cm","121(A2)20-30","(A2)","20-30","Pioneer zone","13.09.2022","Spartina anglica","","Plate_182-3","09.07.24",2025-07-08 10:45:00,2025-07-08 09:45:00,"39",3,121.75,154458.5,11766.5,6366.75,1323150,202689,5,99,"121",2.02,22,18.0532,20.4947,19.5469,19.4543,0.0926,0.037927504,0.076613557,"CHI",23,24.02,8.52515886144175,30891.7,11262.0738003008,22.7580885727096,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_182-4","Plate_182","40-50 cm","121(A2)40-50","(A2)","40-50","Pioneer zone","13.09.2022","Spartina anglica","","Plate_182-4","09.07.24",2025-07-08 10:45:00,2025-07-08 09:45:00,"95",4,112,93649.75,5765,3218.25,1564428.25,140720.25,5,100,"121",2.01,22.02,17.3334,19.5172,18.6012,18.5113,0.0899,0.041166774,0.082745215,"CHI",23,24.03,16.6707332374085,18729.95,2483.10750923963,7.66964918501587,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_182-5","Plate_182","60-80 cm","121(A2)60-80","(A2)","60-80","Pioneer zone","13.09.2022","Spartina anglica","","Plate_182-5","09.07.24",2025-07-08 10:45:00,2025-07-08 09:45:00,"64",5,112,93649.75,5765,2802.75,1695341.75,111247.5,5,101,"121",2.01,22.01,18.4526,21.5415,20.5098,20.4095,0.1003,0.032471106,0.065266924,"CHI",23,24.02,18.073075475375,18729.95,235.348427015566,0.921178403778222,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_183-1","Plate_183","0-5 cm","392(A2)0-5","(A2)","0-5","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_183-1","09.07.24",2025-07-08 11:00:00,2025-07-08 09:50:00,"82",1,126.25,202694.75,30007.5,6200.25,1472433.75,3468070.75,5,625,"392",2.01,22.03,16.1562,16.493,16.357,16.3356,0.0214,0.063539192,0.127713777,"CHI",22.8333333333333,24.04,7.23370240225758,40538.95,448567.689783807,417.95827515286,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_183-2","Plate_183","5-10 cm","392(A2)5-10","(A2)","5-10","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_183-2","9.7.24",2025-07-08 11:00:00,2025-07-08 09:50:00,"20",2,126.25,202694.75,30007.5,5330.5,1535574.25,3314041.5,5,626,"392",2.01,22.01,17.1695,19.9843,18.9566,18.8245,0.1321,0.04693051,0.094330325,"CHI",22.8333333333333,24.02,7.54949869199868,40538.95,408261.467912628,514.559139309799,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_183-3","Plate_183","20-30 cm","392(A2)20-30","(A2)","20-30","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_183-3","09.07.24",2025-07-08 11:00:00,2025-07-08 09:50:00,"90",3,126.25,202694.75,30007.5,4963,1686528.5,1358425.5,5,627,"392",2.02,22.02,19.2327,21.9488,21.193,21.1129,0.0801,0.029490814,0.059571444,"CHI",22.8333333333333,24.04,8.29604861497399,40538.95,133137.939813005,265.833195167493,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_183-4","Plate_183","40-50 cm","392(A2)40-50","(A2)","40-50","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_183-4","9.7.24",2025-07-08 11:00:00,2025-07-08 09:50:00,"95",4,129,201874.5,17201,5313.5,1562910.25,1012728,5,628,"392",2.01,22.02,17.3338,21.0957,20.1335,20.0298,0.1037,0.027565858,0.055407374,"CHI",22.8333333333333,24.03,7.71566864561894,40374.9,113366.361854248,244.356099701399,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_183-5","Plate_183","60-80 cm","392(A2)60-80","(A2)","60-80","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_183-5","09.07.24",2025-07-08 11:00:00,2025-07-08 09:50:00,"80",5,129,201874.5,17201,3558.25,1750847.5,389127.75,5,629,"392",2.01,22.01,22.721,25.1558,24.5159,24.4606,0.0553,0.022712338,0.045651799,"CHI",22.8333333333333,24.02,8.65532422371325,40374.9,27346.0891712692,71.5066775410125,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_183-6","Plate_183","80-100 cm","392(A2)80-100","(A2)","80-100","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_183-6","9.7.24",2025-07-08 11:00:00,2025-07-08 09:50:00,"92",6,129,201874.5,17201,5815.25,1662088,344217.25,5,630,"392",2.01,22.01,16.9465,20.8408,19.6383,19.5101,0.1282,0.032919909,0.066169016,"CHI",22.8333333333333,24.02,8.20446737948577,40374.9,24045.0656307966,43.3791023597369,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_184-1","Plate_184","0-5 cm","260(G5)0-5","(G5)","0-5","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_184-1","09.07.24",2025-07-08 11:10:00,2025-07-08 09:50:00,"149",1,129.5,393061,47380.25,5940,1879131,4071480,5,379,"260",2.02,22.04,18.8568,22.64,20.9565,20.6862,0.2703,0.071447452,0.144323853,"CHI",22.6666666666667,24.06,4.76564960654962,78612.2,805712.263224759,345.259665376401,"ambient","Topsoil
(0-30 cm)"
"Plate_184-2","Plate_184","5-10 cm","260(G5)5-10","(G5)","5-10","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_184-2","09.07.24",2025-07-08 11:10:00,2025-07-08 09:50:00,"143",2,129.5,393061,47380.25,5100,1860465.25,1718835.25,5,380,"260",2,22,20.2141,22.464,21.6754,21.5678,0.1076,0.047824348,0.095648695,"CHI",22.6666666666667,24,4.72029850328575,78612.2,315676.291616401,203.740793781995,"ambient","Topsoil
(0-30 cm)"
"Plate_184-3","Plate_184","20-30 cm","260(G5)20-30","(G5)","20-30","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_184-3","09.07.24",2025-07-08 11:10:00,2025-07-08 09:50:00,"46",3,129.5,393061,47380.25,4982,1703907,1825216.25,5,381,"260",2.01,22.01,17.6325,20.5505,19.5756,19.4609,0.1147,0.039307745,0.079008568,"CHI",22.6666666666667,24.02,4.32229348625277,78612.2,373746.694708713,292.156537386768,"ambient","Topsoil
(0-30 cm)"
"Plate_184-4","Plate_184","40-50 cm","260(G5)40-50","(G5)","40-50","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_184-4","09.07.24",2025-07-08 11:10:00,2025-07-08 09:50:00,"42",4,136.5,249819.5,22017,4239.75,1638651.5,415728.5,5,382,"260",2.01,22,17.6572,21.3768,20.0896,19.9647,0.1249,0.033578879,0.067493548,"CHI",22.6666666666667,24.01,6.54237059156711,49963.9,40878.9708473859,58.8283126160922,"ambient","Subsoil
(40-100 cm)"
"Plate_184-5","Plate_184","60-80 cm","260(G5)60-80","(G5)","60-80","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_184-5","09.07.24",2025-07-08 11:10:00,2025-07-08 09:50:00,"54",5,136.5,249819.5,22017,3574.5,1824316,786213.25,5,383,"260",2.03,22.02,16.9472,19.667,18.8963,18.8116,0.0847,0.031141996,0.063218251,"CHI",22.6666666666667,24.05,7.2882281006887,49963.9,85366.9538482673,131.277603148179,"ambient","Subsoil
(40-100 cm)"
"Plate_184-6","Plate_184","80-100 cm","260(G5)80-100","(G5)","80-100","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_184-6","09.07.24",2025-07-08 11:10:00,2025-07-08 09:50:00,"62",6,136.5,249819.5,22017,3735,1822445,880699.5,5,384,"260",2,22.01,18.5183,21.264,20.5122,20.4247,0.0875,0.031868012,0.063736024,"CHI",22.6666666666667,24.01,7.28009622947768,49963.9,98443.5643053318,150.088846675402,"ambient","Subsoil
(40-100 cm)"
"Plate_185-1","Plate_185","0-5 cm","120(A2)0-5","(A2)","0-5","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_185-1","09.07.24",2025-07-08 11:25:00,2025-07-08 09:55:00,"66",1,117.5,177082.25,8396.75,3943.5,1431353.25,715026.5,5,73,"120",2.02,22.13,16.8844,19.3183,18.2354,18.1233,0.1121,0.046057767,0.09303669,"CHI",22.5,24.15,8.06071613614577,35416.45,79819.1092350585,119.128726434788,"ambient","Topsoil
(0-30 cm)"
"Plate_185-2","Plate_185","5-10 cm","120(A2)5-10","(A2)","5-10","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_185-2","9.7.24",2025-07-08 11:25:00,2025-07-08 09:55:00,"114",2,117.5,177082.25,8396.75,3268.5,1329304.25,450024.25,5,74,"120",2.04,22.26,17.3211,19.9803,18.9918,18.8907,0.1011,0.038018953,0.077558664,"CHI",22.5,24.3,7.48824769280941,35416.45,51264.1704619389,92.3190302378954,"ambient","Topsoil
(0-30 cm)"
"Plate_185-3","Plate_185","20-30 cm","120(A2)20-30","(A2)","20-30","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_185-3","09.07.24",2025-07-08 11:25:00,2025-07-08 09:55:00,"132",3,117.5,177082.25,8396.75,3393.5,1578757.75,221344,5,75,"120",2.03,22.07,18.1636,21.2119,20.1008,19.9991,0.1017,0.033362858,0.067726602,"CHI",22.5,24.1,8.89622901222454,35416.45,16102.4506950932,32.9243707661699,"ambient","Topsoil
(0-30 cm)"
"Plate_185-4","Plate_185","40-50 cm","120(A2)40-50","(A2)","40-50","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_185-4","9.7.24",2025-07-08 11:25:00,2025-07-08 09:55:00,"26",4,120.25,203076.75,10952.5,3698.25,1525640.5,238062.75,5,76,"120",2.02,22.02,20.2944,22.8833,21.897,21.8072,0.0898,0.034686546,0.070066824,"CHI",22.5,24.04,7.49441898198587,40615.35,20319.3705163583,34.9391566730026,"ambient","Subsoil
(40-100 cm)"
"Plate_185-5","Plate_185","60-80 cm","120(A2)60-80","(A2)","60-80","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_185-5","09.07.24",2025-07-08 11:25:00,2025-07-08 09:55:00,"86",5,120.25,203076.75,10952.5,3839.25,1632720.5,177254.25,5,77,"120",2.04,22,17.1944,20.2177,19.2393,19.1381,0.1012,0.033473357,0.068285648,"CHI",22.5,24.04,8.02101299139365,40615.35,10667.5871618173,18.8042809815266,"ambient","Subsoil
(40-100 cm)"
"Plate_185-6","Plate_185","80-100 cm","120(A2)80-100","(A2)","80-100","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_185-6","9.7.24",2025-07-08 11:25:00,2025-07-08 09:55:00,"13",6,120.25,203076.75,10952.5,3584,1687440.5,160947.25,5,78,"120",2,22.15,18.0471,21.1072,20.1902,20.112,0.0782,0.02555472,0.051109441,"CHI",22.5,24.15,8.29172468044717,40615.35,8025.84962744005,19.0309691061381,"ambient","Subsoil
(40-100 cm)"
"Plate_186-1","Plate_186","0-5 cm","390(A2)0-5","(A2)","0-5","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides","Plate_186-1","09.07.24",2025-07-08 12:50:00,2025-07-08 09:55:00,"30",1,132.75,275190.5,29157.5,6283.75,1438722,2213083,5,577,"390",2.06,22.06,17.0785,18.2248,17.6725,17.5888,0.0837,0.073017535,0.150416121,"CHI",21.0833333333333,24.12,5.20526053770025,55038.1,394798.079940095,249.4901772118,"ambient","Topsoil
(0-30 cm)"
"Plate_186-2","Plate_186","5-10 cm","390(A2)5-10","(A2)","5-10","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides","Plate_186-2","09.07.24",2025-07-08 12:50:00,2025-07-08 09:55:00,"117",2,132.75,275190.5,29157.5,5612.25,1413096,2704127,5,578,"390",2.07,22.06,18.0428,21.0885,19.6648,19.5008,0.164,0.053846406,0.111462061,"CHI",21.0833333333333,24.13,5.11457971841324,55038.1,498454.718123211,425.080758012661,"ambient","Topsoil
(0-30 cm)"
"Plate_186-3","Plate_186","20-30 cm","390(A2)20-30","(A2)","20-30","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides","Plate_186-3","09.07.24",2025-07-08 12:50:00,2025-07-08 09:55:00,"97",3,132.75,275190.5,29157.5,4472,1673789.25,1721771.25,5,579,"390",2.04,22.01,16.9686,19.3885,18.7556,18.7036,0.052,0.021488491,0.043836522,"CHI",21.0833333333333,24.05,6.06604243242408,55038.1,253942.934777826,549.39839117825,"ambient","Topsoil
(0-30 cm)"
"Plate_186-4","Plate_186","40-50 cm","390(A2)40-50","(A2)","40-50","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides","Plate_186-4","09.07.24",2025-07-08 12:50:00,2025-07-08 09:55:00,"36",4,110,174733.75,11305.75,4052,1683180.75,283775.75,5,580,"390",2.02,22.04,22.0203,24.8404,24.2141,24.148,0.0661,0.023438885,0.047346548,"CHI",21.0833333333333,24.06,9.60964181218568,34946.75,17802.9051889261,56.2390640989735,"ambient","Subsoil
(40-100 cm)"
"Plate_186-5","Plate_186","60-80 cm","390(A2)60-80","(A2)","60-80","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides","Plate_186-5","09.07.24",2025-07-08 12:50:00,2025-07-08 09:55:00,"172",5,110,174733.75,11305.75,3834,1797976,133046.75,5,581,"390",2,22.02,19.7953,22.8187,22.1576,22.1118,0.0458,0.015148508,0.030297017,"CHI",21.0833333333333,24.02,10.2678618183379,34946.75,1278.44253064278,6.3055444305388,"ambient","Subsoil
(40-100 cm)"
"Plate_186-6","Plate_186","80-100 cm","390(A2)80-100","(A2)","80-100","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides","Plate_186-6","09.07.24",2025-07-08 12:50:00,2025-07-08 09:55:00,"59",6,110,174733.75,11305.75,5736.25,1698202.5,825985.25,5,582,"390",2.04,22.09,16.1753,19.8688,18.9968,18.9239,0.0729,0.019737376,0.040264248,"CHI",21.0833333333333,24.13,9.68597222917725,34946.75,73378.4696727704,273.192460581987,"ambient","Subsoil
(40-100 cm)"
"Plate_187-1","Plate_187","0-5 cm","120(C2)0-5","(C2)","0-5","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_187-1","09.07.24",2025-07-08 13:05:00,2025-07-08 10:00:00,"160",1,123.5,199286.25,8642,3700.5,1069374.5,1248284.25,5,85,"120",2,22,17.2394,19.6059,18.4257,18.2915,0.1342,0.056708219,0.113416438,"CHI",20.9166666666667,24,5.34745372548282,39857.25,224101.248262074,260.712077927646,"ambient","Topsoil
(0-30 cm)"
"Plate_187-2","Plate_187","5-10 cm","120(C2)5-10","(C2)","5-10","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_187-2","09.07.24",2025-07-08 13:05:00,2025-07-08 10:00:00,"65",2,123.5,199286.25,8642,2859.25,1568150,388340,5,86,"120",2.02,22.04,21.788,24.0475,23.0711,22.9738,0.0973,0.043062624,0.086986501,"CHI",20.9166666666667,24.06,7.85448444135007,39857.25,40435.7915315014,61.4463195916884,"ambient","Topsoil
(0-30 cm)"
"Plate_187-3","Plate_187","20-30 cm","120(C2)20-30","(C2)","20-30","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_187-3","09.07.24",2025-07-08 13:05:00,2025-07-08 10:00:00,"185",3,123.5,199286.25,8642,3284.75,1622859.25,253556.75,5,87,"120",2.03,22.05,21.6642,24.0011,23.218,23.1559,0.0621,0.026573666,0.053944542,"CHI",20.9166666666667,24.08,8.12687528617755,39857.25,22153.5999307225,54.3094732237999,"ambient","Topsoil
(0-30 cm)"
"Plate_187-4","Plate_187","40-50 cm","120(C2)40-50","(C2)","40-50","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_187-4","09.07.24",2025-07-08 13:05:00,2025-07-08 10:00:00,"181",4,114.25,194400.75,6480,3433.75,1577034.75,227243.25,5,88,"120",2.04,22.08,19.253,21.4488,20.4987,20.4268,0.0719,0.03274433,0.066798433,"CHI",20.9166666666667,24.12,8.09462412053451,38880.15,21169.1529028801,43.0215319763554,"ambient","Subsoil
(40-100 cm)"
"Plate_187-5","Plate_187","60-80 cm","120(C2)60-80","(C2)","60-80","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_187-5","09.07.24",2025-07-08 13:05:00,2025-07-08 10:00:00,"93",5,114.25,194400.75,6480,3621.5,1393651.25,207238,5,89,"120",2.04,22.02,17.1663,20.4496,19.1043,19.0007,0.1036,0.03155362,0.064369384,"CHI",20.9166666666667,24.06,7.15033121014194,38880.15,21996.5130475625,46.2638103881386,"ambient","Subsoil
(40-100 cm)"
"Plate_187-6","Plate_187","80-100 cm","120(C2)80-100","(C2)","80-100","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_187-6","09.07.24",2025-07-08 13:05:00,2025-07-08 10:00:00,"23",6,114.25,194400.75,6480,3317,1737700.75,185905.75,5,90,"120",2.04,22.03,17.5044,20.427,19.4256,19.3385,0.0871,0.029802231,0.060796551,"CHI",20.9166666666667,24.07,8.92169268894282,38880.15,13985.7071663422,31.1580006927231,"ambient","Subsoil
(40-100 cm)"
"Plate_188-1","Plate_188","0-5 cm","391(C2)0-5","(C2)","0-5","High marsh","15.09.2022","Elymus athericus","","Plate_188-1","09.07.24",2025-07-08 13:15:00,2025-07-08 10:05:00,"6",1,127.5,273432.5,20456.5,6014,1337121,3412080.75,5,613,"391",2.03,22.01,17.2852,20.3721,18.9253,18.6871,0.2382,0.077164793,0.15664453,"CHI",20.8333333333333,24.04,4.86813747451382,54686.5,679208.776059231,418.831377483733,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_188-2","Plate_188","5-10 cm","391(C2)5-10","(C2)","5-10","High marsh","15.09.2022","Elymus athericus","","Plate_188-2","09.07.24",2025-07-08 13:15:00,2025-07-08 10:05:00,"16",2,127.5,273432.5,20456.5,6316.25,1205433.25,1963872.75,5,614,"391",2,22.03,17.0155,19.0845,18.0059,17.8991,0.1068,0.05161914,0.103238279,"CHI",20.8333333333333,24.03,4.38542236200891,54686.5,425921.599623515,398.87288891783,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_188-3","Plate_188","20-30 cm","391(C2)20-30","(C2)","20-30","High marsh","15.09.2022","Elymus athericus","","Plate_188-3","09.07.24",2025-07-08 13:15:00,2025-07-08 10:05:00,"54",3,127.5,273432.5,20456.5,4651.5,1472716.25,1413006.25,5,615,"391",2.01,22.01,16.9473,20.4245,19.3815,19.2799,0.1016,0.029218912,0.058730013,"CHI",20.8333333333333,24.02,5.36902069066406,54686.5,241854.791228384,397.78257401848,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_188-4","Plate_188","40-50 cm","391(C2)40-50","(C2)","40-50","High marsh","15.09.2022","Elymus athericus","","Plate_188-4","09.07.24",2025-07-08 13:15:00,2025-07-08 10:05:00,"7",4,152,298532.25,10064.5,4109.5,1530958.5,231951.75,5,616,"391",2,22.04,18.7199,22.3877,21.313,21.2202,0.0928,0.025301271,0.050602541,"CHI",20.8333333333333,24.04,5.11451945309091,59706.45,34483.6246263137,60.3729177812396,"+1.5°C","Subsoil
(40-100 cm)"
